"unique_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","response_mode","exposure_phase","method","dependent_measure","participant_design","same_infant","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","SD_1","SD_2","t","F","d","d_var","corr","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","num_trials","mean_vocab","method_secondary","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",13,"english","typical","experimental",NA,18,NA,638.82,NA,0.54,0.5,0.29,NA,NA,NA,0.137931034,0.111375347,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,0.137931034482759,0.111375346809354,0.131465517241379,0.101178629266994,0.0688020916153782,0.0274502901053954,0.250179222652996,0.366410204347484,"Mutual exclusivity","mutex",638.82,18
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",14,"english","typical","experimental",NA,19,NA,912.6,NA,0.58,0.5,0.18,NA,NA,NA,0.444444444,0.107862248,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,0.444444444444444,0.107862248213125,0.424836601307189,0.0985549305148043,0.216930457818656,0.0233349973753843,0.806133050770763,0.354852573225218,"Mutual exclusivity","mutex",912.6,19
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",15,"english","typical","experimental",NA,19,NA,912.6,NA,0.89,0.5,0.15,NA,NA,NA,2.6,0.194210526,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,2.6,0.194210526315789,2.48529411764706,0.17745230832271,0.7926239891046,0.00249434162320629,4.71587834700897,0.638927021754732,"Mutual exclusivity","mutex",912.6,19
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",16,"english","typical","experimental",NA,22,NA,912.6,NA,0.72,0.5,0.19,NA,NA,NA,1.157894737,0.106144548,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,1.15789473684211,0.106144547972803,1.11447368421053,0.0983329726454294,0.501036270541705,0.0111485450100577,2.10018873753436,0.349201565941338,"Mutual exclusivity","mutex",912.6,22
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",17,"english","typical","experimental",NA,17,NA,1308.06,NA,0.7,0.5,0.12,NA,NA,NA,1.666666667,0.158496732,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,1.66666666666667,0.158496732026144,1.58333333333333,0.143043300653595,0.64018439966448,0.0081447604969268,3.02299894039036,0.521433347987836,"Mutual exclusivity","mutex",1308.06,17
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",18,"english","typical","experimental",NA,19,NA,1277.64,NA,0.96,0.5,0.08,NA,NA,NA,5.75,0.540296053,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,5.75,0.540296052631579,5.49632352941176,0.493674485806319,0.944496796706159,0.000169803893900196,10.4293463443468,1.77750276631461,"Mutual exclusivity","mutex",1277.64,19
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",19,"english","typical","experimental",NA,24,NA,1308.06,NA,0.93,0.5,0.09,NA,NA,NA,4.777777778,0.321116255,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,4.77777777777778,0.321116255144033,4.61489898989899,0.299595163147681,0.92244098830131,0.000266108134697009,8.66593029578571,1.05643013501029,"Mutual exclusivity","mutex",1308.06,24
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",20,"english","typical","experimental",NA,16,NA,1642.68,NA,0.69,0.5,0.11,NA,NA,NA,1.727272727,0.171616736,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,1.72727272727273,0.17161673553719,1.63474025974026,0.153721750677285,0.653619870346092,0.00806242343544151,3.13292617458638,0.564596429452813,"Mutual exclusivity","mutex",1642.68,16
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",21,"english","typical","experimental",NA,20,NA,1642.68,NA,0.97,0.5,0.06,NA,NA,NA,7.833333333,0.867013889,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,7.83333333333333,0.867013888888889,7.50694444444444,0.796267963927469,0.968917710624463,4.96807059039051e-05,14.2080950198347,2.85236136452779,"Mutual exclusivity","mutex",1642.68,20
"frank2015","Frank, M. C., Sugarman, E., Horowitz, A., Lewis, M. L., & Yurovsky, D. (under review). Using tablets to collect data from young children.","Frank, Sugarman, Horowitz, Lewis, M. & Yurovsky (under review)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",22,"english","typical","experimental",NA,22,NA,1642.68,NA,0.94,0.5,0.11,NA,NA,NA,4,0.272727273,NA,0,NA,NA,NA,NA,NA,8,NA,"N_AFC-2",NA,NA,NA,4,0.272727272727273,3.85,0.25265625,0.894427190999916,0.000545454545454546,7.25519745693687,0.897236763735396,"Mutual exclusivity","mutex",1642.68,22
"graham1998","Graham, S. A., Poulin-Dubois, D., & Baker, R. K. (1998). Infants' disambiguation of novel object words. First Language, 18(53), 149-164.","Graham, Poulin-Dubois, & Baker (1998)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",23,"english","typical","experimental",NA,30,NA,608.4,NA,0.51,0.33,0.22,NA,4.44,NA,0.810629385,0.072142667,NA,201.3804,NA,NA,NA,NA,NA,NA,NA,"N_AFC-3",NA,NA,NA,0.818181818181818,0.0722451790633609,0.796266233766234,0.0684267356865267,0.378632845720504,0.011353757706429,1.48401766164618,0.237677112413745,"Mutual exclusivity","mutex",608.4,30
"graham2009","Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24âmonthâolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.","Graham,  Nilsen,  Collins, & Olineck  (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",24,"english","typical","experimental",NA,22,NA,699.66,NA,0.61,0.33,0.25,NA,NA,NA,1.12,0.105163636,NA,0,NA,NA,NA,NA,NA,6,NA,"N_AFC-3",NA,NA,NA,1.12,0.105163636363636,1.078,0.09742425,0.488603368931843,0.0115988834403605,2.03145528794232,0.345974496096369,"Mutual exclusivity","mutex",699.66,22
"graham2009","Graham, S. A., Nilsen, E. S., Collins, S., & Olineck, K. (2010). The role of gaze direction and mutual exclusivity in guiding 24âmonthâolds' word mappings.British Journal of Developmental Psychology, 28(2), 449-465.","Graham,  Nilsen,  Collins, & Olineck  (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",25,"english","typical","experimental",NA,21,NA,790.92,NA,0.54,0.33,0.22,NA,NA,NA,0.954545455,0.106085203,NA,0,NA,NA,NA,NA,NA,6,NA,"N_AFC-3",NA,NA,NA,0.954545454545455,0.106085202676112,0.916866028708134,0.0978753540618074,0.430729586214938,0.0143292458110118,1.73135393858721,0.34900632774087,"Mutual exclusivity","mutex",790.92,21
"grassman2010","Grassmann, S., & Tomasello, M. (2010). Young children follow pointing over words in interpreting acts of reference. Developmental Science, 13(1), 252-263.","Grassmann & Tomasello (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",26,"english","typical","experimental",NA,12,NA,730.08,NA,0.76,0.5,0.17,NA,NA,NA,1.529411765,0.215397924,NA,30.42,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,1.52941176470588,0.215397923875433,1.41470588235294,0.184299848615917,0.607450107570797,0.0135294024594826,2.77404608647586,0.70863076582216,"Mutual exclusivity","mutex",730.08,12
"grassman2010","Grassmann, S., & Tomasello, M. (2010). Young children follow pointing over words in interpreting acts of reference. Developmental Science, 13(1), 252-263.","Grassmann & Tomasello (2010)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",27,"english","typical","experimental",NA,12,NA,1460.16,NA,0.81,0.5,0.18,NA,NA,NA,1.722222222,0.228459362,NA,121.68,NA,NA,NA,NA,NA,4,NA,"N_AFC-2",NA,NA,NA,1.72222222222222,0.228459362139918,1.59305555555556,0.195475541730967,0.652523135359877,0.0108135749803823,3.12376557173671,0.751601175348733,"Mutual exclusivity","mutex",1460.16,12
"halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","looking_time_change","within_one",28,"english","typical","experimental",NA,11,NA,425.88,NA,NA,NA,NA,NA,-3.14,NA,-0.946745622,0.202189256,NA,30.42,NA,NA,NA,NA,NA,12,NA,"N_AFC-2",NA,NA,NA,-0.946745621974178,0.202189256198347,-0.86785015347633,0.169895138888889,-0.42785645275022,0.0275592085723096,-1.71720660722829,0.66517599094273,"Mutual exclusivity","mutex",425.88,11
"halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","looking_time_change","within_one",29,"english","typical","experimental",NA,10,NA,486.72,NA,NA,NA,NA,NA,-0.69,NA,-0.218197159,0.20119025,NA,30.42,NA,NA,NA,NA,NA,12,NA,"N_AFC-2",NA,NA,NA,-0.218197158551618,0.20119025,-0.197741174937404,0.165235351806641,-0.108455045437616,0.0485434828377795,-0.395765867458638,0.661889392285423,"Mutual exclusivity","mutex",486.72,10
"halberda2003","Halberda, J. (2003). The development of a word-learning strategy. Cognition,87(1), B23-B34.","Halberda (2003)","yes","Molly Lewis, Michael Frank",1,"experimental","eye-tracking","test_only","forced-choice","looking_time_change","within_one",30,"english","typical","experimental",NA,16,NA,517.14,NA,NA,NA,NA,NA,2.14,NA,0.535,0.129472266,NA,38.025,NA,NA,NA,NA,NA,12,NA,"N_AFC-2",NA,NA,NA,0.535,0.129472265625,0.506339285714286,0.115971809356067,0.258414155255641,0.0263070309212224,0.970382659865307,0.42594668087717,"Mutual exclusivity","mutex",517.14,16
"halberda2006","Halberda, J. (2006). Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults.Cognitive psychology, 53(4), 310-344.","Halberda (2006)","yes","Molly Lewis, Michael Frank",3,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",31,"english","typical","experimental",NA,10,NA,1338.48,NA,NA,NA,NA,NA,4.62,NA,1.460972279,0.253361,NA,456.3,NA,NA,NA,NA,NA,12,NA,"N_AFC-2",NA,NA,NA,1.46097227899779,0.253361,1.32400612784175,0.208082618164063,0.589867561903465,0.017560423198452,2.64991059081001,0.833524280221467,"Mutual exclusivity","mutex",1338.48,10
"halberda2006","Halberda, J. (2006). Is this a dax which I see before me? Use of the logical argument disjunctive syllogism supports word-learning in children and adults.Cognitive psychology, 53(4), 310-344.","Halberda (2006)","yes","Molly Lewis, Michael Frank",3,"experimental","eye-tracking","test_only","forced-choice","target_selection","within_one",32,"english","typical","experimental",NA,10,NA,1338.48,NA,0.73,0.49,NA,NA,4.62,NA,1.460972279,0.253361,NA,456.3,NA,NA,NA,NA,NA,6,NA,"N_AFC-3",NA,NA,NA,1.46097227899779,0.253361,1.32400612784175,0.208082618164063,0.589867561903465,0.017560423198452,2.64991059081001,0.833524280221467,"Mutual exclusivity","mutex",1338.48,10
"horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",33,"english","typical","experimental",NA,16,NA,730.08,NA,NA,NA,NA,NA,NA,NA,1.86,0.17905625,NA,30.42,NA,NA,NA,NA,NA,8,310.5,"N_AFC-3",NA,NA,NA,1.86,0.17905625,1.76035714285714,0.160385524952168,0.68101264207887,0.00690180757095005,3.37366681747565,0.589071451014185,"Mutual exclusivity","mutex",730.08,16
"horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",34,"english","typical","experimental",NA,16,NA,730.08,NA,0.64,0.33,0.15,NA,NA,NA,2.066666667,0.191736111,NA,60.84,NA,NA,NA,NA,NA,8,324.09,"N_AFC-3",NA,NA,NA,2.06666666666667,0.191736111111111,1.95595238095238,0.171743219423186,0.718602141766591,0.0054216606649787,3.74851868608405,0.630786522023327,"Mutual exclusivity","mutex",730.08,16
"horst2008","Horst, J. S., & Samuelson, L. K. (2008). Fast mapping but poor retention by 24-month-old infants. Infancy, 13(2), 128-157.","Horst & Samuelson (2008)","yes","Molly Lewis, Michael Frank",2,"experimental","behavior","test_only","forced-choice","target_selection","within_one",35,"english","typical","experimental",NA,16,NA,730.08,NA,0.7,0.33,0.2,NA,NA,NA,1.85,0.178476563,NA,60.84,NA,NA,NA,NA,NA,8,324.09,"N_AFC-3",NA,NA,NA,1.85,0.1784765625,1.75089285714286,0.159866283183195,0.679041981617427,0.00698313690645292,3.3555288238333,0.587164355580433,"Mutual exclusivity","mutex",730.08,16
"lederberg2000","Lederberg, A. R., Prezbindowski, A. K., & Spencer, P. E. (2000). WordâLearning Skills of Deaf Preschoolers: The Development of Novel Mapping and Rapid WordâLearning Strategies. Child development, 71(6), 1571-1585.","Lederberg, Prezbindowski, & Spencer (2000)","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",36,"english","typical","experimental",NA,19,NA,1855.62,NA,0.65,0.25,NA,NA,6.37,NA,1.461378225,0.133363504,NA,1338.48,NA,NA,NA,NA,NA,4,177,"N_AFC-5",NA,NA,NA,1.46137822475548,0.133363504155125,1.39690565601627,0.121855710435857,0.589974418818651,0.00923804931710948,2.65064689496722,0.438748342518039,"Mutual exclusivity","mutex",1855.62,19
"markman1988","Markman, E. M., & Wachtel, G. F. (1988). Children's use of mutual exclusivity to constrain the meanings of words. Cognitive psychology, 20(2), 121-157.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",37,"english","typical","experimental",NA,10,NA,1368.9,NA,0.82,NA,NA,NA,3.94,NA,1.245937398,0.238809,NA,365.04,NA,NA,NA,NA,NA,6,NA,"N_AFC-2",NA,NA,NA,1.24593739810634,0.238809,1.12913076703387,0.196131219726563,0.528758562717684,0.0223222425176572,2.25988046056092,0.785650119139916,"Mutual exclusivity","mutex",1368.9,10
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",38,"english","typical","experimental",NA,16,NA,486.72,NA,0.56,0.5,0.34,NA,NA,NA,0.176470588,0.125486592,NA,60.84,NA,NA,NA,NA,NA,3,46,"N_AFC-2",NA,NA,NA,0.176470588235294,0.125486591695502,0.167016806722689,0.112401733441538,0.0878938102963572,0.0306501820609254,0.320082240747215,0.412834339225209,"Mutual exclusivity","mutex",486.72,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",39,"english","typical","experimental",NA,16,NA,577.98,NA,0.65,0.5,0.31,NA,NA,NA,0.483870968,0.128658299,NA,0,NA,NA,NA,NA,NA,3,127,"N_AFC-2",NA,NA,NA,0.483870967741936,0.128658298647242,0.45794930875576,0.115242717123758,0.235151316301063,0.0271184510673933,0.877644853661719,0.423268836855164,"Mutual exclusivity","mutex",577.98,16
"markman2003","Markman, E. M., Wasow, J. L., & Hansen, M. B. (2003). Use of the mutual exclusivity assumption by young word learners. Cognitive psychology, 47(3), 241-275.","Markman, Wasow, & Hansen (2003) ","yes","Molly Lewis, Michael Frank",1,"experimental","behavior","test_only","forced-choice","target_selection","within_one",40,"english","typical","experimental",NA,16,NA,486.72,NA,0.52,0.5,0.32,NA,NA,NA,0.0625,0.125061035,NA,60.84,NA,NA,NA,NA,NA,3,46,"N_AFC-2",NA,NA,NA,0.0625000000000001,0.12506103515625,0.0591517857142858,0.112020550941934,0.0312347523777212,0.0311738399616953,0.113362460264639,0.411434314327639,"Mutual exclusivity","mutex",486.72,16
