"unique_ID","long_cite","short_cite","peer_reviewed","coder","expt_num","expt_condition","same_infant","response_mode","exposure_phase","method","dependent_measure","participant_design","native_lang","infant_type","group_name_1","group_name_2","n_1","n_2","mean_age_1","mean_age_2","x_1","x_2","x_dif","SD_1","SD_2","t","F","d","d_var","corr","special_cases_measures","age_range_1","age_range_2","n_excluded_1","n_excluded_2","gender_1","gender_2","dependent_measure_2","dependent_measure_2_x_diff","dependent_measure_2_SD_1","dependent_measure_2_SD_2","n_excluded_fussers","n_excluded_non_criterion","exclusion_criteria","test_lang","contrast_pseudoIPA","contrast_sampa","sampa_comments","counterbalanced","backness","height","nasality","roundness","tenseness","length","stimuli_notes","F1_1","F2_1","F1_2","F2_2","duration_word_1","duration_word_2","duration_vowel_1","duration_vowel_2","frequency_1","frequency_2","frequency_source","object_type","object_no","object_motion_word_coordination","object_motion","method_notes","results_extra","MSDapprox","general_notes","same_infant_dich","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","r_calc","dataset","short_name","mean_age","n"
"Cardillo2010","Cardillo, G.C. (2010). Predicting the predictors: Individual differences in longitudinal relationships between infant phonetic perception, toddler vocabulary, and preschooler language and phonological awareness. Ph.D. thesis, University of Washington.","Cardillo (2010)","no","Alex Cristia",1,"6mo_measure",83,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,28,NA,212.6358,NA,77.12,50,NA,8.81,NA,NA,NA,NA,NA,NA,NA,12.168,NA,0,NA,NA,NA,"d-prime",1.52,0.57,NA,0,0,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: NA; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","PC IS PCMAX: the percentage of infantÃ¢â¬â¢s correct responses will be expressed as adjusted maximum percent correct (PCmax). PCmax is preferred rather than raw percent correct because the latter measure can be confounded by response bias. PCmax is defined as ","yes",0.34,NA,NA,3.0783200908059,0.204929546097487,2.99201205087676,0.8385566282816,"Phonemic discrimination (non-native)","inphondb-nonnative",212.6358,28
"Cardillo2010","Cardillo, G.C. (2010). Predicting the predictors: Individual differences in longitudinal relationships between infant phonetic perception, toddler vocabulary, and preschooler language and phonological awareness. Ph.D. thesis, University of Washington.","Cardillo (2010)","no","Alex Cristia",1,"11mo_measure",83,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,27,NA,323.6688,NA,82.34,50,NA,9.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"d-prime",1.96,0.7,NA,0,0,"criterion","nonnative","u-y","u:-y:","not_looked_up",0,2,0,0,0,0,0,"comments_F: single tokens, synthesized; probably more info in Kuhl et al. 1992; F1/F2/F3.1: 289/630; F1/F2/F3.2: 255/1947; min.f0: 120; average.f0: 120; max.f0: 120; range.f0: 0; pitch.contour: flat; other: NA; voice: NA; IDS: no; naturalness: synthetic; ISI: 1729; SOA: 2000; ambient.noise: NA; snr: 68; differ.in: ",289,630,255,1947,271,271,271,271,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:5000;nb.tokens.trial:1;visual.stim:human.distraction;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:5000;CHT.criterion:3 consecutive;CHT.criterionByChance:0.125;CHT.maximum.trials:30;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no","PC IS PCMAX: the percentage of infantÃ¢â¬â¢s correct responses will be expressed as adjusted maximum percent correct (PCmax). PCmax is preferred rather than raw percent correct because the latter measure can be confounded by response bias. PCmax is defined as ","yes",0.754,NA,NA,3.45882352941177,0.258582596437268,3.35808109651628,0.865694957185121,"Phonemic discrimination (non-native)","inphondb-nonnative",323.6688,27
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","yes","Sho Tsuji",1,NA,88,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","Danish","typical",NA,NA,17,NA,107.26,NA,55.7,50,NA,8.7,NA,NA,NA,NA,NA,NA,NA,66.84,NA,17.25,NA,NA,NA,"d-prime",2.110059938,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÉt-dÊt","dAt-dVt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 653/898/2482; F1/F2/F3.2: 672/1454/2425; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",653,898,672,1454,NA,NA,171.25,152,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";using change score/SD change score (Within-subject version of formula 1) for d","no",0.59,NA,NA,0.655172413793104,0.0714485556410436,0.623973727422004,0.311308129797236,"Phonemic discrimination (non-native)","inphondb-nonnative",107.26,17
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","yes","Sho Tsuji",1,NA,89,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","Danish","typical",NA,NA,17,NA,107.26,NA,63.4,50,NA,9.7,NA,NA,NA,NA,NA,NA,NA,66.84,NA,17.25,NA,NA,NA,"d-prime",2.352595563,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÊt-dÉt","dVt-dAt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 672/1454/2425; F1/F2/F3.2: 653/898/2482; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",672,1454,653,898,NA,NA,152,171.25,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";","no",0.22,NA,NA,1.38144329896907,0.114952517301957,1.31566028473245,0.56832747122487,"Phonemic discrimination (non-native)","inphondb-nonnative",107.26,17
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","yes","Sho Tsuji",1,NA,90,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","Danish","typical",NA,NA,18,NA,143.18,NA,56.7,50,NA,12.2,NA,NA,NA,NA,NA,NA,NA,86.26,NA,17.25,NA,NA,NA,"d-prime",2.875567577,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÉt-dÊt","dAt-dVt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 653/898/2482; F1/F2/F3.2: 672/1454/2425; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",653,898,672,1454,NA,NA,171.25,152,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";","no",0.776,NA,NA,0.549180327868853,0.0639333064588372,0.524590163934426,0.264789042478707,"Phonemic discrimination (non-native)","inphondb-nonnative",143.18,18
"Polka2011","Polka, Linda, & Bohn, O.-S. (2011). Natural Referent Vowel (NRV) framework: An emerging view of early phonetic development. Journal of Phonetics, 39(4), 467â478.","Polka & Bohn (2011)","yes","Sho Tsuji",1,NA,91,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","Danish","typical",NA,NA,18,NA,143.18,NA,65.1,50,NA,9.8,NA,NA,NA,NA,NA,NA,NA,86.26,NA,17.25,NA,NA,NA,"d-prime",2.309882152,NA,NA,0,14.25,"criterion, scheduling, eq error, exp error","nonnative","dÊt-dÉt","dVt-dAt","AEnglish",0,0,1,0,0,0,0,"comments_F: mean (range, length, pitch also available); F1/F2/F3.1: 672/1454/2425; F1/F2/F3.2: 653/898/2482; min.f0: NA; average.f0: 120.5; max.f0: NA; range.f0: NA; pitch.contour: NA; other: 4 tokens per vowel; voice: male; IDS: no; naturalness: natural; ISI: 1500; SOA: NA; ambient.noise: NA; snr: NA; differ.in: ",672,1454,653,898,NA,NA,152,171.25,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.333333333333333;max.trial.duration:4800;nb.tokens.trial:4;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:4800;CHT.criterion:7 out of 8;CHT.criterionByChance:0.0625;CHT.maximum.trials:25;CHT.Max.nb.visits:2;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA","no",";","no",0.776,NA,NA,1.54081632653061,0.12150319311398,1.47182455071581,0.610296565481763,"Phonemic discrimination (non-native)","inphondb-nonnative",143.18,18
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group1",114,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,58,50,NA,NA,NA,1.65,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","mad(300)-mad(400)","mAd(300)-mAd(400)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,540,640,300,400,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.2 and ""t"" based on DI= 2.02","no","children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.57,NA,NA,0.55,0.127916666666667,0.496774193548387,0.265156483021042,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group1",114,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,57,50,NA,NA,NA,1.68,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","mad(300)-mad(500)","mAd(300)-mAd(500)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,540,740,300,500,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.22 and ""t"" based on DI= 2.82","no","children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.34,NA,NA,0.56,0.128533333333333,0.505806451612903,0.269629925519971,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group1",114,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,67,50,NA,NA,NA,5.26,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","mad(300)-mad(600)","mAd(300)-mAd(600)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,540,840,300,600,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.37 and ""t"" based on DI= 5.99","no","children in group 1 were tested on all mad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.57,NA,NA,1.75333333333333,0.281898765432099,1.58365591397849,0.659214125263507,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group2",115,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,54,50,NA,NA,NA,2.04,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","samad(300)-samad(400)","sAmAd(300)-sAmAd(400)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,797,897,300,400,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.16 and ""t"" based on DI= 3.33","no","children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.43,NA,NA,0.68,0.1368,0.614193548387097,0.321902733238702,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group2",115,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,59,50,NA,NA,NA,2.17,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","samad(300)-samad(500)","sAmAd(300)-sAmAd(500)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,797,997,300,500,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.26 and ""t"" based on DI= 3.33","no","children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.49,NA,NA,0.723333333333333,0.140178395061728,0.653333333333333,0.340106592440025,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group2",115,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,63,50,NA,NA,NA,3.74,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","samad(300)-samad(600)","sAmAd(300)-sAmAd(600)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,797,1097,300,600,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.33 and ""t"" based on DI= 5.31","no","children in group 2 were tested on all samad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.22,NA,NA,1.24666666666667,0.197454320987654,1.12602150537634,0.528981470097144,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group3",116,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,58,50,NA,NA,NA,2.41,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","masamad(300)-masamad(400)","mAsAmAd(300)-mAsAmAd(400)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,1045,1145,300,400,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.2 and ""t"" based on DI= 4.04","no","children in group 3 were tested on all masamad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.34,NA,NA,0.803333333333333,0.146963580246914,0.725591397849462,0.372723544079052,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
"Eilers1984","Eilers, R. E., Bull, D. H., Oller, D. K., & Lewis, D. C. (1984). The discrimination of vowel duration by infants. The Journal of the Acoustical Society of America, 75(4), 1213â1218.","Eilers, Bull, Oller, & Lewis (1984)","yes","Sho Tsuji",1,"group3",116,"behavior","conditioning","conditioned head-turn","pc_head_turns","within_one","English","typical",NA,NA,9,NA,234,NA,59,50,NA,NA,NA,2.95,NA,NA,NA,NA,NA,182.52,NA,3.666666667,NA,NA,NA,NA,NA,NA,NA,0,1,"criterion, hearing loss, scheduling","nonnative","masamad(300)-masamad(500)","mAsAmAd(300)-mAsAmAd(500)","not_looked_up",0,0,0,0,0,0,1,"comments_F: NA; F1/F2/F3.1: 745/900/2400; F1/F2/F3.2: 745/900/2400; min.f0: NA; average.f0: NA; max.f0: NA; range.f0: NA; pitch.contour: rising-falling (last syllable); other: steady state; voice: NA; IDS: no; naturalness: synthetic; ISI: 650; SOA: NA; ambient.noise: NA; snr: 60; differ.in: ",745,900,745,900,1045,1245,300,500,NA,NA,NA,NA,0,NA,NA,"fam.length:NA;habituation.criterion:NA;proportion.same.change:0.5;max.trial.duration:6000;nb.tokens.trial:1;visual.stim:NA;size.in:NA;dist.from.child.in:NA;side.degrees:NA;CF.longest.first:NA;CF.window.size:NA;CF.min.hab:NA;CF.max.hab:NA;CF.contrast:NA;CF.ntest:NA;CF.testDetails:NA;CHT.responsetimeout:6000;CHT.criterion:9 out of 10;CHT.criterionByChance:0.03125;CHT.maximum.trials:30;CHT.Max.nb.visits:5;","proportion.infants.passed: NA; partial.eta.squared: NA; d: NA; other measures:  DI scores:(Hit-FA)/no.change=0.29 and ""t"" based on DI=7.46","no","children in group 3 were tested on all masamad, thus consecutive 3 lines are within subject on different days; see other results","yes",0.46,NA,NA,0.983333333333333,0.16483024691358,0.888172043010753,0.441220934431106,"Phonemic discrimination (non-native)","inphondb-nonnative",234,9
