"unique_ID","long_cite","short_cite","peer_reviewed","pubtype","coder","expt_num","expt_condition","unique_exp","pair","same_infant","unique_exp_noRM","pair_noRM","native_lang","infant_type","n_1","mean_age_1","age_range_1","n_excluded_1","gender_1","response_mode","exposure_phase","method","dependent_measure","participant_design","contrast_type","contrast","exposure.details","test.details","values_how","x_1","SD_1","x_2","SD_2","corr","corrgroup","Comments","Year","Lab","group_name_1","group_name_2","n_2","mean_age_2","age_range_2","n_excluded_2","t","F","d","d_var","test_lang","gender_2","num_trials","mean_vocab","procedure_secondary","corr_imputed","r","SD_dif","d_calc","d_var_calc","g_calc","g_var_calc","r_calc","r_var_calc","log_odds_calc","log_odds_var_calc","dataset","short_name","mean_age","n"
1040,"Pons, F., Mugitani, R., Amano, S., and Werker, J. F. (2006). Distributional learning in vowel length distinctions by 6-month-old English infants. In International conference on infant studies, Kyoto, Japan.","Pons 2006","no","conference","Cristia_Alex",NA,"unimodal","Pons 2006 U",NA,NA,"Pons 2006 U",NA,"CanE","standard",16,185.52,32.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","","","","authors",0.6,2.26,NA,NA,NA,"fam","",2006,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.932012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",185.52,16
1040,"Pons, F., Mugitani, R., Amano, S., and Werker, J. F. (2006). Distributional learning in vowel length distinctions by 6-month-old English infants. In International conference on infant studies, Kyoto, Japan.","Pons 2006","no","conference","Cristia_Alex",NA,"bimodal","Pons 2006 B","Pons 2006 U",NA,"Pons 2006 B","Pons 2006 U","CanE","standard",16,185.52,32.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","","","","authors",0.55,1.94,NA,NA,NA,"fam","",2006,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.932012943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",185.52,16
1041,"Pons, F., Sabourin, L., Cady, J. C., and Werker, J. F. (2008). Distributional learning in vowel distinctions by 8-month-old English infant. Presented at the 28th Annual Conference of the Cognitive Science Society, Vancouver, BC, Canada. Retrieved from http://www.researchgate.net/profile/Janet_Werker/publication/253981121_Distributional_Learning_in_Vowel_Distinctions_by_8-month-old_English_Infants/links/53e3d3170cf2fb74870dbf8e.pdf","Pons 2008","no","conference","Cristia_Alex",NA,"unimodal","Pons 2008 U",NA,NA,"Pons 2008 U",NA,"CanE","standard",16,247.36,33.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","tIb-teb","Tokens were a subset of the stimuli used by Sabourin and Werker (in prep.).","Familiarization was followed by a test phase where two types of test trials were presented: Non-alternating, where either stimulus 3 or stimulus 6 was repeated, and alternating, where infants heard the alternation of the two endpoint stimuli of the continuum (tokens 1 and 8).","authors",0.48,2.81,NA,NA,NA,"fam",NA,2008,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,-0.022028257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",247.36,16
1041,"Pons, F., Sabourin, L., Cady, J. C., and Werker, J. F. (2008). Distributional learning in vowel distinctions by 8-month-old English infant. Presented at the 28th Annual Conference of the Cognitive Science Society, Vancouver, BC, Canada. Retrieved from http://www.researchgate.net/profile/Janet_Werker/publication/253981121_Distributional_Learning_in_Vowel_Distinctions_by_8-month-old_English_Infants/links/53e3d3170cf2fb74870dbf8e.pdf","Pons 2008","no","conference","Cristia_Alex",NA,"bimodal","Pons 2008 B","Pons 2008 U",NA,"Pons 2008 B","Pons 2008 U","CanE","standard",16,247.36,33.42,NA,NA,"eye-tracking","familiarization","central fixation","looking_time","within_one","vowel","tIb-teb","Tokens were a subset of the stimuli used by Sabourin and Werker (in prep.).","Familiarization was followed by a test phase where two types of test trials were presented: Non-alternating, where either stimulus 3 or stimulus 6 was repeated, and alternating, where infants heard the alternation of the two endpoint stimuli of the continuum (tokens 1 and 8).","authors",0.53,2.81,NA,NA,NA,"fam",NA,2008,"Werker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.936887812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sound learning","sounds",247.36,16
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",1,"unimodal","Wanrooij 2014 U E-AE NQS",NA,"Wanrooij 2014 U E-AE","Wanrooij 2014 U E-AE",NA,"Dutch","standard",6,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Îµ-Ã¦","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",1.092337648,2.250350399,0.498118452,2.450614748,0.936887812,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.936887812,NA,NA,0.252578230304963,0.0217084443586176,0.205219812122782,0.0143309652211187,0.125293914948998,0.00517550897477039,0.458126233546546,0.0714179193275387,"Sound learning","sounds",76.05,6
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",1,"unimodal","Wanrooij 2014 U AE-E NQS",NA,"Wanrooij 2014 U AE-E","Wanrooij 2014 U AE-E",NA,"Dutch","standard",5,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Ã¦-Îµ","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",-0.360948568,0.540937871,0.851927659,1.093191119,-0.022028257,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,-0.022028257,NA,NA,-1.40629564327442,0.813057703367959,-1.05472173245581,0.457344958144477,-0.575189244398113,0.0609040400731503,-2.55073814369649,2.67485262916667,"Sound learning","sounds",76.05,5
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",1,"bimodal","Wanrooij 2014 B E-AE NQS","Wanrooij 2014 U E-AE NQS","Wanrooij 2014 B E-AE","Wanrooij 2014 B E-AE","Wanrooij 2014 U E-AE","Dutch","standard",5,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Îµ-Ã¦","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",-0.633651551,0.700227686,1.628297295,0.823110975,0.420551777,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.420551777,NA,NA,-2.960110150787,1.24723357151997,-2.22008261309025,0.701568883979985,-0.828598633055006,0.00960032237252617,-5.36904590956072,4.10323398221998,"Sound learning","sounds",76.05,5
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",1,"bimodal","Wanrooij 2014 B AE-E NQS","Wanrooij 2014 U AE-E NQS","Wanrooij 2014 B AE-E","Wanrooij 2014 B AE-E","Wanrooij 2014 U AE-E","Dutch","standard",6,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Ã¦-Îµ","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",0.822140935,2.241667525,1.297512131,2.279042175,0.938215458,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.938215458,NA,NA,-0.210301029030117,0.021050266576023,-0.17086958608697,0.0138964650443277,-0.104573985779624,0.00509179796943724,-0.381443872752627,0.0692526012142736,"Sound learning","sounds",76.05,6
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",2,"unimodal","Wanrooij 2014 U E-AE QS",NA,"Wanrooij 2014 U E-AE","Wanrooij 2014 U E-AE",NA,"Dutch","standard",4,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Ã¦-Îµ","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",5.362823125,2.094516028,6.454615607,2.346076687,0.970552187,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.970552187,NA,NA,-0.490945619157095,0.0164983404302974,-0.306841011973184,0.00644466423058493,-0.238395382687089,0.00346056448705002,-0.890476851900713,0.0542773644405113,"Sound learning","sounds",76.05,4
1043,"Wanrooij, K., Boersma, P., and van Zuijen, T. L. (2014). Fast phonetic learning occurs already in 2-to-3-month old infants. An ERP study. Frontiers in Psychology, 5, 77.","Wanrooij 2014","yes","journal","Cristia_Alex",2,"unimodal","Wanrooij 2014 U AE-E QS",NA,"Wanrooij 2014 U AE-E","Wanrooij 2014 U AE-E",NA,"Dutch","standard",6,76.05,NA,NA,NA,"EEG","habituation","oddball","peak_amplitude","within_two","vowel","Ã¦-Îµ","total of 900 unique synthetic tokens in a distribution of many steps (tokens drawn from a continuous distribution), ISI=707ms","two different stim- uli, i.e., a standard and a deviant, repeated at most 2200 and 300 times respectively, with a ratio of 12% oddballs","authors",4.49521503,2.743976598,3.825931271,2.508835256,0.736739987,"eeg","IMPORTANT - data across quiet and nonquiet sleep involves partially overlapping infants - Excluding pauses, the training always lasted 12.1 minutes (900 training stimuli) and the test lasted between 29.7 and 33.6 minutes (between 2208 and 2500 test stimuli). ",2014,"Boersma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,0.736739987,NA,NA,0.254573815922671,0.0905968892628116,0.20684122543717,0.059808102677403,0.126268122617125,0.0215830697340138,0.46174582547122,0.29805181899775,"Sound learning","sounds",76.05,6
